"","Number","Episode","Link.url","Link.title","BaseURL","Path","Sponsor","Host"
"371",52,"52: Necessary But Not Sufficient","http://www.patreon.com/jonathanmann","Patreon","www.patreon.com","/jonathanmann",FALSE,FALSE
"372",52,"52: Necessary But Not Sufficient","http://hover.com/atp","Hover","hover.com","/atp",TRUE,FALSE
"373",52,"52: Necessary But Not Sufficient","http://squarespace.com/atp","Squarespace","squarespace.com","/atp",TRUE,FALSE
"374",52,"52: Necessary But Not Sufficient","http://filetransporter.com/atp","Transporter","filetransporter.com","/atp",TRUE,FALSE
"375",53,"53: There's Gonna Be Some Flapping","http://kieranhealy.org/blog/archives/2014/02/15/social-aspects-of-success-and-failure-in-cultural-markets/","Kieran Healy's excellent article with science","kieranhealy.org","/blog/archives/2014/02/15/social-aspects-of-success-and-failure-in-cultural-markets/",FALSE,FALSE
"376",53,"53: There's Gonna Be Some Flapping","http://www.43folders.com/2009/03/25/blogs-turbocharged","John Gruber and Merlin Mann at SXSW '09","www.43folders.com","/2009/03/25/blogs-turbocharged",FALSE,FALSE
"377",53,"53: There's Gonna Be Some Flapping","http://arstechnica.com/staff/2009/05/hypercritical/","An explanation of John's ""schtick""","arstechnica.com","/staff/2009/05/hypercritical/",FALSE,FALSE
"378",53,"53: There's Gonna Be Some Flapping","http://5by5.tv/movies/1","Goodfellas","5by5.tv","/movies/1",FALSE,FALSE
"379",53,"53: There's Gonna Be Some Flapping","http://5by5.tv/incomparable/46","I Like My Coffee Like My Evil Sith Lords","5by5.tv","/incomparable/46",FALSE,FALSE
"380",53,"53: There's Gonna Be Some Flapping","http://5by5.tv/incomparable/47","Death Star University","5by5.tv","/incomparable/47",FALSE,FALSE
"381",53,"53: There's Gonna Be Some Flapping","http://5by5.tv/incomparable/67","Darth Vader's Office is Really Weird","5by5.tv","/incomparable/67",FALSE,FALSE
"382",53,"53: There's Gonna Be Some Flapping","http://5by5.tv/incomparable/68","Jedi Weekend","5by5.tv","/incomparable/68",FALSE,FALSE
"383",53,"53: There's Gonna Be Some Flapping","http://5by5.tv/incomparable/84","Wind is the Enemy","5by5.tv","/incomparable/84",FALSE,FALSE
"384",53,"53: There's Gonna Be Some Flapping","http://5by5.tv/incomparable/88","Skywalker's Eleven","5by5.tv","/incomparable/88",FALSE,FALSE
"385",53,"53: There's Gonna Be Some Flapping","http://5by5.tv/incomparable/89","Also Known as Endor","5by5.tv","/incomparable/89",FALSE,FALSE
"386",53,"53: There's Gonna Be Some Flapping","http://5by5.tv/incomparable/108","Journey: Then We Touched, Then We Sang","5by5.tv","/incomparable/108",FALSE,FALSE
"387",53,"53: There's Gonna Be Some Flapping","http://5by5.tv/incomparable/131","Professor Siracusa's Anime 101","5by5.tv","/incomparable/131",FALSE,FALSE
"388",53,"53: There's Gonna Be Some Flapping","http://5by5.tv/incomparable/144","Hangin' With the Totes","5by5.tv","/incomparable/144",FALSE,FALSE
"389",53,"53: There's Gonna Be Some Flapping","http://arstechnica.com/gaming/2010/11/masterpiece-ico/","Masterpiece: Ico","arstechnica.com","/gaming/2010/11/masterpiece-ico/",FALSE,FALSE
"390",53,"53: There's Gonna Be Some Flapping","http://5by5.tv/incomparable/100","The Incomparable #100: Who Cares What We Think?","5by5.tv","/incomparable/100",FALSE,FALSE
"391",53,"53: There's Gonna Be Some Flapping","http://atp.fm/episodes/41-penny-wise-pound-foolish","An ATP episode about how we deal with criticism","atp.fm","/episodes/41-penny-wise-pound-foolish",FALSE,TRUE
"392",53,"53: There's Gonna Be Some Flapping","http://arstechnica.com/staff/2005/09/1372/","John's original ""Copland 2010"" article from 2005","arstechnica.com","/staff/2005/09/1372/",FALSE,FALSE
"393",53,"53: There's Gonna Be Some Flapping","http://arstechnica.com/apple/2010/06/copland-2010-revisited/","Copland 2010 Revisited","arstechnica.com","/apple/2010/06/copland-2010-revisited/",FALSE,FALSE
"394",53,"53: There's Gonna Be Some Flapping","http://ashfurrow.com/blog/we-need-to-replace-objective-c","We Need to Replace Objective-C","ashfurrow.com","/blog/we-need-to-replace-objective-c",FALSE,FALSE
"395",53,"53: There's Gonna Be Some Flapping","http://informalprotocol.com/2014/02/replacing-cocoa/","Replacing Objective-C and Cocoa","informalprotocol.com","/2014/02/replacing-cocoa/",FALSE,FALSE
"396",53,"53: There's Gonna Be Some Flapping","http://kickingbear.com/blog/archives/412","Objective: Copland 2010","kickingbear.com","/blog/archives/412",FALSE,FALSE
"397",53,"53: There's Gonna Be Some Flapping","http://atp.ting.com/","Ting","atp.ting.com","/",TRUE,FALSE
"398",53,"53: There's Gonna Be Some Flapping","http://www.lynda.com/promo/trial/Default.aspx?lpk35=5839&utm_medium=podcast&utm_source=atp&utm_campaign=sponsor-notes","lynda.com","www.lynda.com","/promo/trial/Default.aspx",TRUE,FALSE
"399",53,"53: There's Gonna Be Some Flapping","http://squarespace.com/atp","Squarespace","squarespace.com","/atp",TRUE,FALSE
"400",54,"54: goto fail;","http://www.youtube.com/watch?v=_P9HqHVPeik","Wolfram Language","www.youtube.com","/watch",FALSE,FALSE
"401",54,"54: goto fail;","https://gotofail.com/","The ""goto fail"" SSL bug","gotofail.com","/",FALSE,FALSE
"402",54,"54: goto fail;","http://www.nytimes.com/interactive/2013/09/05/us/documents-reveal-nsa-campaign-against-encryption.html?_r=0","$250 million annual budget for such operations","www.nytimes.com","/interactive/2013/09/05/us/documents-reveal-nsa-campaign-against-encryption.html",FALSE,FALSE
"403",54,"54: goto fail;","http://arstechnica.com/tech-policy/2013/11/apple-takes-strong-privacy-stance-in-new-report-publishes-rare-warrant-canary/","Apple's warrant canary","arstechnica.com","/tech-policy/2013/11/apple-takes-strong-privacy-stance-in-new-report-publishes-rare-warrant-canary/",FALSE,FALSE
"404",54,"54: goto fail;","http://hastebin.com/gabigaqite.php","Marco's","hastebin.com","/gabigaqite.php",FALSE,FALSE
"405",54,"54: goto fail;","http://johnaugust.com/2014/the-one-with-the-guys-from-final-draft","The Scriptnotes episode with the Final Draft CEO","johnaugust.com","/2014/the-one-with-the-guys-from-final-draft",FALSE,FALSE
"406",54,"54: goto fail;","http://johnaugust.com/2014/period-space","the follow-up in the next episode","johnaugust.com","/2014/period-space",FALSE,FALSE
"407",54,"54: goto fail;","http://www.kenttessman.com/2014/02/notes-on-scriptnotes/","Kent Tessman's response","www.kenttessman.com","/2014/02/notes-on-scriptnotes/",FALSE,FALSE
"408",54,"54: goto fail;","http://www.marco.org/2014/02/26/google-lobbying-for-unsafe-driving","lobbying against","www.marco.org","/2014/02/26/google-lobbying-for-unsafe-driving",FALSE,TRUE
"409",54,"54: goto fail;","https://picturelife.com/atp","Picturelife","picturelife.com","/atp",FALSE,FALSE
"410",54,"54: goto fail;","http://squarespace.com/atp","Squarespace","squarespace.com","/atp",TRUE,FALSE
"411",54,"54: goto fail;","http://www.helpspot.com/atp","HelpSpot","www.helpspot.com","/atp",FALSE,FALSE
"412",55,"55: Dave, Who Stinks!","http://typicalprogrammer.com/why-dont-software-development-methodologies-work/","Why don’t software development methodologies work?","typicalprogrammer.com","/why-dont-software-development-methodologies-work/",FALSE,FALSE
"413",55,"55: Dave, Who Stinks!","http://help.fogcreek.com/7676/evidence-based-scheduling-ebs","Evidence-based scheduling","help.fogcreek.com","/7676/evidence-based-scheduling-ebs",FALSE,FALSE
"414",55,"55: Dave, Who Stinks!","https://github.com/marcoarment/FCModel","FCModel","github.com","/marcoarment/FCModel",FALSE,FALSE
"415",55,"55: Dave, Who Stinks!","http://www.imore.com/debug-30-casey-liss-c-and-net","his Debug appearance","www.imore.com","/debug-30-casey-liss-c-and-net",FALSE,FALSE
"416",55,"55: Dave, Who Stinks!","https://soundcloud.com/jonathanmann/atp-ending-theme-more-bleeps","bleeps and boops","soundcloud.com","/jonathanmann/atp-ending-theme-more-bleeps",FALSE,FALSE
"417",55,"55: Dave, Who Stinks!","http://www.engadget.com/2014/03/04/apple-carplay-ferrari-ff-hands-on/","CarPlay","www.engadget.com","/2014/03/04/apple-carplay-ferrari-ff-hands-on/",FALSE,FALSE
"418",55,"55: Dave, Who Stinks!","http://www.chord.co.uk/blog/new-chord-ethernet-cables/","£1,600 audiophile Ethernet cables","www.chord.co.uk","/blog/new-chord-ethernet-cables/",FALSE,FALSE
"419",55,"55: Dave, Who Stinks!","https://alpha.app.net/dalton","Dalton","alpha.app.net","/dalton",FALSE,FALSE
"420",55,"55: Dave, Who Stinks!","http://store.bravewave.net","In Flux","store.bravewave.net","",FALSE,FALSE
"421",55,"55: Dave, Who Stinks!","http://squarespace.com/atp","Squarespace","squarespace.com","/atp",TRUE,FALSE
"422",55,"55: Dave, Who Stinks!","http://atp.ting.com/","Ting","atp.ting.com","/",TRUE,FALSE
"423",56,"56: The Woodpecker","https://twitter.com/drdrang/status/441962334420889600","software complexity","twitter.com","/drdrang/status/441962334420889600",FALSE,FALSE
"424",56,"56: The Woodpecker","http://en.wikipedia.org/wiki/The_Mythical_Man-Month","The Mythical Man-Month","en.wikipedia.org","/wiki/The_Mythical_Man-Month",FALSE,FALSE
"425",56,"56: The Woodpecker","http://en.wikipedia.org/wiki/No_Silver_Bullet","No Silver Bullet","en.wikipedia.org","/wiki/No_Silver_Bullet",FALSE,FALSE
"426",56,"56: The Woodpecker","http://agilemanifesto.org/","the original Agile manifesto","agilemanifesto.org","/",FALSE,FALSE
"427",56,"56: The Woodpecker","http://pragdave.me/blog/2014/03/04/time-to-kill-agile/","what Agile has become","pragdave.me","/blog/2014/03/04/time-to-kill-agile/",FALSE,FALSE
"428",56,"56: The Woodpecker","http://www.amazon.com/dp/B007JF85WE?tag=siracusa-20","home-theater AV receiver","www.amazon.com","/dp/B007JF85WE",FALSE,FALSE
"429",56,"56: The Woodpecker","http://www.amazon.com/dp/B00B981F1U/?tag=siracusa-20","The newer version he didn't need","www.amazon.com","/dp/B00B981F1U/",FALSE,FALSE
"430",56,"56: The Woodpecker","https://www.nuforce.com/index.php?option=com_k2&view=item&layout=item&id=9&Itemid=192/","Marco's tiny, buggy amp","www.nuforce.com","/index.php",FALSE,FALSE
"431",56,"56: The Woodpecker","http://www.paradigm.com/products-current/type=bookshelf/model=atom-monitor/page=overview","great speakers","www.paradigm.com","/products-current/type=bookshelf/model=atom-monitor/page=overview",FALSE,FALSE
"432",56,"56: The Woodpecker","http://www.ponomusic.com","Pono","www.ponomusic.com","",FALSE,FALSE
"433",56,"56: The Woodpecker","http://en.wikipedia.org/wiki/ABX_test","ABX tests","en.wikipedia.org","/wiki/ABX_test",FALSE,FALSE
"434",56,"56: The Woodpecker","http://mp3ornot.com/","mp3ornot","mp3ornot.com","/",FALSE,FALSE
"435",56,"56: The Woodpecker","http://filetransporter.com/atp","Transporter","filetransporter.com","/atp",TRUE,FALSE
"436",56,"56: The Woodpecker","http://atp.ting.com/","Ting","atp.ting.com","/",TRUE,FALSE
"437",56,"56: The Woodpecker","http://squarespace.com/atp","Squarespace","squarespace.com","/atp",TRUE,FALSE
"438",57,"57: Smorgasbord of Pronunciation","http://en.wikiquote.org/wiki/Computer_science#Disputed","quotes","en.wikiquote.org","/wiki/Computer_science",FALSE,FALSE
"439",57,"57: Smorgasbord of Pronunciation","http://ocw.mit.edu/courses/electrical-engineering-and-computer-science/6-001-structure-and-interpretation-of-computer-programs-spring-2005/video-lectures/1a-overview-and-introduction-to-lisp/","videos from MIT's SICP class","ocw.mit.edu","/courses/electrical-engineering-and-computer-science/6-001-structure-and-interpretation-of-computer-programs-spring-2005/video-lectures/1a-overview-and-introduction-to-lisp/",FALSE,FALSE
"440",57,"57: Smorgasbord of Pronunciation","http://www.macstories.net/news/apple-launches-8gb-iphone-5c-replaces-ipad-2-with-updated-ipad-4/","death of the iPad 2","www.macstories.net","/news/apple-launches-8gb-iphone-5c-replaces-ipad-2-with-updated-ipad-4/",FALSE,FALSE
"441",57,"57: Smorgasbord of Pronunciation","http://news.cnet.com/8301-13579_3-57619914-37/corning-exec-slams-sapphire-rumored-for-apple-device/","sapphire versus Gorilla Glass","news.cnet.com","/8301-13579_3-57619914-37/corning-exec-slams-sapphire-rumored-for-apple-device/",FALSE,FALSE
"442",57,"57: Smorgasbord of Pronunciation","http://www.lg.com/us/mobile-phones/gflex","flexible LG phone","www.lg.com","/us/mobile-phones/gflex",FALSE,FALSE
"443",57,"57: Smorgasbord of Pronunciation","http://www.amazon.com/Haunted-Empire-Apple-After-Steve/dp/0062128256/ref=sr_1_1?ie=UTF8&qid=1395320605&sr=8-1&keywords=haunted+empire","Haunted Empire","www.amazon.com","/Haunted-Empire-Apple-After-Steve/dp/0062128256/ref=sr_1_1",FALSE,FALSE
"444",57,"57: Smorgasbord of Pronunciation","http://www.amazon.com/Jony-Ive-Genius-Greatest-Products/dp/159184617X/ref=sr_1_1?ie=UTF8&qid=1395321231&sr=8-1&keywords=leander","Jony Ive book","www.amazon.com","/Jony-Ive-Genius-Greatest-Products/dp/159184617X/ref=sr_1_1",FALSE,FALSE
"445",57,"57: Smorgasbord of Pronunciation","http://time.com/jonathan-ive-apple-interview/","Jony Ive interview","time.com","/jonathan-ive-apple-interview/",FALSE,FALSE
"446",57,"57: Smorgasbord of Pronunciation","http://jeffcarlson.com/2014/03/17/why-do-big-magazines-hire-hacks-for-big-tech-stories/","hiring hacks for tech stories","jeffcarlson.com","/2014/03/17/why-do-big-magazines-hire-hacks-for-big-tech-stories/",FALSE,FALSE
"447",57,"57: Smorgasbord of Pronunciation","http://www.polygon.com/2014/3/18/5524058/playstation-vr-ps4-virtual-reality","Sony's Project Morpheus VR headset","www.polygon.com","/2014/3/18/5524058/playstation-vr-ps4-virtual-reality",FALSE,FALSE
"448",57,"57: Smorgasbord of Pronunciation","http://www.polygon.com/2014/3/19/5526966/project-morpheus-sonys-playstation-4-virtual-reality-helmet-is-much","initial impressions","www.polygon.com","/2014/3/19/5526966/project-morpheus-sonys-playstation-4-virtual-reality-helmet-is-much",FALSE,FALSE
"449",57,"57: Smorgasbord of Pronunciation","http://www.oculusvr.com","Oculus Rift","www.oculusvr.com","",FALSE,FALSE
"450",57,"57: Smorgasbord of Pronunciation","http://en.wikipedia.org/wiki/Michael_Abrash","Michael Abrash","en.wikipedia.org","/wiki/Michael_Abrash",FALSE,FALSE
"451",57,"57: Smorgasbord of Pronunciation","http://blogs.valvesoftware.com/abrash/two-possible-paths-into-the-future-of-wearable-computing-part-1-vr/","Two Possible Paths into the Future of Wearable Computing Part 1","blogs.valvesoftware.com","/abrash/two-possible-paths-into-the-future-of-wearable-computing-part-1-vr/",FALSE,FALSE
"452",57,"57: Smorgasbord of Pronunciation","http://blogs.valvesoftware.com/abrash/when-it-comes-to-resolution-its-all-relative/","When it comes to resolution, it's all relative","blogs.valvesoftware.com","/abrash/when-it-comes-to-resolution-its-all-relative/",FALSE,FALSE
"453",57,"57: Smorgasbord of Pronunciation","http://blogs.valvesoftware.com/abrash/latency-the-sine-qua-non-of-ar-and-vr/","Latency – the sine qua non of AR and VR","blogs.valvesoftware.com","/abrash/latency-the-sine-qua-non-of-ar-and-vr/",FALSE,FALSE
"454",57,"57: Smorgasbord of Pronunciation","http://blogs.valvesoftware.com/abrash/raster-scan-displays-more-than-meets-the-eye/","Raster-Scan Displays: More Than Meets the Eye","blogs.valvesoftware.com","/abrash/raster-scan-displays-more-than-meets-the-eye/",FALSE,FALSE
"455",57,"57: Smorgasbord of Pronunciation","http://blogs.valvesoftware.com/abrash/game-developers-conference-and-space-time-diagrams/","Game Developers Conference and space-time diagrams","blogs.valvesoftware.com","/abrash/game-developers-conference-and-space-time-diagrams/",FALSE,FALSE
"456",57,"57: Smorgasbord of Pronunciation","http://blogs.valvesoftware.com/abrash/why-virtual-isnt-real-to-your-brain/","Why virtual isn't real to your brain","blogs.valvesoftware.com","/abrash/why-virtual-isnt-real-to-your-brain/",FALSE,FALSE
"457",57,"57: Smorgasbord of Pronunciation","http://blogs.valvesoftware.com/abrash/down-the-vr-rabbit-hole-fixing-judder/","Down the VR rabbit hole: Fixing judder","blogs.valvesoftware.com","/abrash/down-the-vr-rabbit-hole-fixing-judder/",FALSE,FALSE
"458",57,"57: Smorgasbord of Pronunciation","http://en.wikipedia.org/wiki/John_D._Carmack","John Carmack","en.wikipedia.org","/wiki/John_D._Carmack",FALSE,FALSE
"459",57,"57: Smorgasbord of Pronunciation","http://www.altdevblogaday.com/2013/02/22/latency-mitigation-strategies/","latency mitigation strategies","www.altdevblogaday.com","/2013/02/22/latency-mitigation-strategies/",FALSE,FALSE
"460",57,"57: Smorgasbord of Pronunciation","http://www.youtube.com/watch?v=SP8wSw4bBuA","birthday party","www.youtube.com","/watch",FALSE,FALSE
"461",57,"57: Smorgasbord of Pronunciation","http://www.polygon.com/2014/3/19/5524418/why-oculus-is-hoping-that-sonys-project-morpheus-headset-delivers-a","Why Oculus hopes Project Morpheus is good","www.polygon.com","/2014/3/19/5524418/why-oculus-is-hoping-that-sonys-project-morpheus-headset-delivers-a",FALSE,FALSE
"462",57,"57: Smorgasbord of Pronunciation","http://blogs.wsj.com/digits/2014/03/17/github-puts-co-founder-on-leave-investigates-harassment-claims/","GitHub hubbub","blogs.wsj.com","/digits/2014/03/17/github-puts-co-founder-on-leave-investigates-harassment-claims/",FALSE,FALSE
"463",57,"57: Smorgasbord of Pronunciation","http://www.appcamp4girls.com","App Camp for Girls","www.appcamp4girls.com","",FALSE,FALSE
"464",57,"57: Smorgasbord of Pronunciation","http://www.remobjects.com/cs","RemObjects C#","www.remobjects.com","/cs",FALSE,FALSE
"465",57,"57: Smorgasbord of Pronunciation","http://smilesoftware.com/atp?crcat=atp&crsource=textexpander&crcampaign=mar14","TextExpander","smilesoftware.com","/atp",FALSE,FALSE
"466",57,"57: Smorgasbord of Pronunciation","http://squarespace.com/atp","Squarespace","squarespace.com","/atp",TRUE,FALSE
"467",58,"58: Always On Vacation In California","https://medium.com/the-web-we-make/79403a7eade1","Anil's experiment","medium.com","/the-web-we-make/79403a7eade1",FALSE,FALSE
"468",58,"58: Always On Vacation In California","http://www.nizkor.org/features/fallacies/ad-hominem-tu-quoque.html","ad hominem tu quoque","www.nizkor.org","/features/fallacies/ad-hominem-tu-quoque.html",FALSE,FALSE
"469",58,"58: Always On Vacation In California","http://arstechnica.com/gaming/2014/03/facebook-purchases-vr-headset-maker-oculus-for-2-billion/","Facebook buying Oculus","arstechnica.com","/gaming/2014/03/facebook-purchases-vr-headset-maker-oculus-for-2-billion/",FALSE,FALSE
"470",58,"58: Always On Vacation In California","http://appleinsider.com/articles/14/03/26/oculus-co-founder-defends-sale-of-company-amidst-backlash-says-facebook-a-better-home-than-apple","Outrage","appleinsider.com","/articles/14/03/26/oculus-co-founder-defends-sale-of-company-amidst-backlash-says-facebook-a-better-home-than-apple",FALSE,FALSE
"471",58,"58: Always On Vacation In California","http://notch.net/2014/03/virtual-reality-is-going-to-change-the-world/","Minecraft creator Notch","notch.net","/2014/03/virtual-reality-is-going-to-change-the-world/",FALSE,FALSE
"472",58,"58: Always On Vacation In California","https://twitter.com/codinghorror/status/448892700398350336/photo/1","sell","twitter.com","/codinghorror/status/448892700398350336/photo/1",FALSE,FALSE
"473",58,"58: Always On Vacation In California","http://hacklang.org/","Hack","hacklang.org","/",FALSE,FALSE
"474",58,"58: Always On Vacation In California","http://me.veekun.com/blog/2012/04/09/php-a-fractal-of-bad-design/","poorly designed","me.veekun.com","/blog/2012/04/09/php-a-fractal-of-bad-design/",FALSE,FALSE
"475",58,"58: Always On Vacation In California","http://en.wikipedia.org/wiki/Programming_languages_used_in_most_popular_websites","very practical","en.wikipedia.org","/wiki/Programming_languages_used_in_most_popular_websites",FALSE,FALSE
"476",58,"58: Always On Vacation In California","http://www.marco.org/2014/03/21/hack","two","www.marco.org","/2014/03/21/hack",FALSE,TRUE
"477",58,"58: Always On Vacation In California","http://www.marco.org/2014/03/23/owning-a-programming-language","posts","www.marco.org","/2014/03/23/owning-a-programming-language",FALSE,TRUE
"478",58,"58: Always On Vacation In California","http://helpspot.com/atp","HelpSpot","helpspot.com","/atp",FALSE,FALSE
"479",58,"58: Always On Vacation In California","http://igloosoftware.com/casey","Igloo","igloosoftware.com","/casey",TRUE,FALSE
"480",58,"58: Always On Vacation In California","http://warbyparker.com/atp","Warby Parker","warbyparker.com","/atp",TRUE,FALSE
"481",59,"59: The Little Puck That Could","http://www.oculusvr.com/blog/introducing-michael-abrash-oculus-chief-scientist/","Michael Abrash joining Oculus","www.oculusvr.com","/blog/introducing-michael-abrash-oculus-chief-scientist/",FALSE,FALSE
"482",59,"59: The Little Puck That Could","http://www.amazon.com/dp/B00CX5P8FC?tag=marcoorg-20","Amazon Fire TV","www.amazon.com","/dp/B00CX5P8FC",FALSE,FALSE
"483",59,"59: The Little Puck That Could","http://ifixit.org/blog/6415/amazon-tv-fire/","no fan","ifixit.org","/blog/6415/amazon-tv-fire/",FALSE,FALSE
"484",59,"59: The Little Puck That Could","http://www.theverge.com/2014/4/2/5573680/first-images-of-the-reversible-usb-cable","USB-IF's renderings of their proposed new connector","www.theverge.com","/2014/4/2/5573680/first-images-of-the-reversible-usb-cable",FALSE,FALSE
"485",59,"59: The Little Puck That Could","http://pando.com/2014/03/22/revealed-apple-and-googles-wage-fixing-cartel-involved-dozens-more-companies-over-one-million-employees/","The giant anti-poaching collusion between Google, Apple, and dozens of other companies","pando.com","/2014/03/22/revealed-apple-and-googles-wage-fixing-cartel-involved-dozens-more-companies-over-one-million-employees/",FALSE,FALSE
"486",59,"59: The Little Puck That Could","http://techcrunch.com/2014/03/24/sheryl-sandberg-facebook-refused-no-poaching-agreement-with-google/","Facebook apparently refused","techcrunch.com","/2014/03/24/sheryl-sandberg-facebook-refused-no-poaching-agreement-with-google/",FALSE,FALSE
"487",59,"59: The Little Puck That Could","http://pando.com/2014/03/27/how-steve-jobs-forced-google-to-cancel-its-plan-to-open-a-paris-office/","Google checking with Steve Jobs first before making a hiring decision","pando.com","/2014/03/27/how-steve-jobs-forced-google-to-cancel-its-plan-to-open-a-paris-office/",FALSE,FALSE
"488",59,"59: The Little Puck That Could","http://warbyparker.com/atp","Warby Parker","warbyparker.com","/atp",TRUE,FALSE
"489",59,"59: The Little Puck That Could","http://www.pixelmator.com/","Pixelmator","www.pixelmator.com","/",FALSE,FALSE
"490",59,"59: The Little Puck That Could","http://2checkout.com/casey","2Checkout","2checkout.com","/casey",FALSE,FALSE
"491",60,"60: The Great Odwalla Flavor Change of 2013","http://en.wikipedia.org/wiki/Please_Hammer,_Don't_Hurt_'Em","Please Hammer, Don't Hurt 'Em","en.wikipedia.org","/wiki/Please_Hammer,_Don't_Hurt_'Em",FALSE,FALSE
"492",60,"60: The Great Odwalla Flavor Change of 2013","http://www.dancejam.com/","Dance Jam","www.dancejam.com","/",FALSE,FALSE
"493",60,"60: The Great Odwalla Flavor Change of 2013","http://developer.apple.com/wwdc/","WWDC","developer.apple.com","/wwdc/",FALSE,FALSE
"494",60,"60: The Great Odwalla Flavor Change of 2013","http://www.shmoocon.org/human_registration","Shmoocon","www.shmoocon.org","/human_registration",FALSE,FALSE
"495",60,"60: The Great Odwalla Flavor Change of 2013","https://developer.apple.com/wwdc/tickets/","WWDC Don't-Call-it-a-Lottery","developer.apple.com","/wwdc/tickets/",FALSE,FALSE
"496",60,"60: The Great Odwalla Flavor Change of 2013","http://www.altconf.com","AltConf","www.altconf.com","",FALSE,FALSE
"497",60,"60: The Great Odwalla Flavor Change of 2013","https://twitter.com/rentzsch/status/453336961885822976","CDWW","twitter.com","/rentzsch/status/453336961885822976",FALSE,FALSE
"498",60,"60: The Great Odwalla Flavor Change of 2013","http://heartbleed.com","Heartbleed","heartbleed.com","",FALSE,FALSE
"499",60,"60: The Great Odwalla Flavor Change of 2013","http://www.dropbox.com/","Dropbox","www.dropbox.com","/",FALSE,FALSE
"500",60,"60: The Great Odwalla Flavor Change of 2013","https://blog.dropbox.com/2014/04/growing-our-leadership-team/","Condoleezza  Rice joins their board","blog.dropbox.com","/2014/04/growing-our-leadership-team/",FALSE,FALSE
"501",60,"60: The Great Odwalla Flavor Change of 2013","https://blog.dropbox.com/2014/04/introducing-carousel/","Carousel","blog.dropbox.com","/2014/04/introducing-carousel/",FALSE,FALSE
"502",60,"60: The Great Odwalla Flavor Change of 2013","http://www.wysk.com/index/virginia/richmond/lehma37/mobelux-labs-llc/trademarks","trademark issues","www.wysk.com","/index/virginia/richmond/lehma37/mobelux-labs-llc/trademarks",FALSE,FALSE
"503",60,"60: The Great Odwalla Flavor Change of 2013","http://mobelux.com/","some friends of Marco and Casey's","mobelux.com","/",FALSE,FALSE
"504",60,"60: The Great Odwalla Flavor Change of 2013","https://twitter.com/sameersundresh/status/398855787759419393","Everpix IP","twitter.com","/sameersundresh/status/398855787759419393",FALSE,FALSE
"505",60,"60: The Great Odwalla Flavor Change of 2013","http://karakullake.blogspot.com/2010/05/85-mph-speedometer.html","Oldsmobile speedometers from the 80s","karakullake.blogspot.com","/2010/05/85-mph-speedometer.html",FALSE,FALSE
"506",60,"60: The Great Odwalla Flavor Change of 2013","http://www.adobe.com/products/lightroom-mobile.html?PID=6146810","Lightroom Mobile","www.adobe.com","/products/lightroom-mobile.html",FALSE,FALSE
"507",60,"60: The Great Odwalla Flavor Change of 2013","http://www.imore.com/debug-32-john-siracusa-copland-2014","Debug #32","www.imore.com","/debug-32-john-siracusa-copland-2014",FALSE,FALSE
"508",60,"60: The Great Odwalla Flavor Change of 2013","http://www.irltalk.com/episodes/episode-19-a-hullaballoo-is-not-necessary","IRL Talk #19","www.irltalk.com","/episodes/episode-19-a-hullaballoo-is-not-necessary",FALSE,FALSE
"509",60,"60: The Great Odwalla Flavor Change of 2013","http://www.irltalk.com/episodes/episode-21-its-fine-if-its-ten-years-later","IRL Talk #21","www.irltalk.com","/episodes/episode-21-its-fine-if-its-ten-years-later",FALSE,FALSE
"510",60,"60: The Great Odwalla Flavor Change of 2013","https://wiki.xiph.org/Videos/Digital_Show_and_Tell","excellent video","wiki.xiph.org","/Videos/Digital_Show_and_Tell",FALSE,FALSE
"511",60,"60: The Great Odwalla Flavor Change of 2013","http://www.backblaze.com/atp","Backblaze","www.backblaze.com","/atp",TRUE,FALSE
"512",60,"60: The Great Odwalla Flavor Change of 2013","http://newrelic.com/atp","New Relic","newrelic.com","/atp",TRUE,FALSE
"513",60,"60: The Great Odwalla Flavor Change of 2013","http://filetransporter.com/atp","Transporter","filetransporter.com","/atp",TRUE,FALSE
"514",61,"61: Perfectly Neutral","http://www.imore.com/how-share-photo-streams-friends-and-family-not-using-iphone-or-ipad","Photo Stream Web Sites","www.imore.com","/how-share-photo-streams-friends-and-family-not-using-iphone-or-ipad",FALSE,FALSE
"515",61,"61: Perfectly Neutral","https://gist.githubusercontent.com/marcedwards/10618828/raw/484701b224880fad0763f6f9ece0f913b8826c94/Vinyl+vs+CD+vs+digital+audio","Marc Edwards thinks it's evil","gist.githubusercontent.com","/marcedwards/10618828/raw/484701b224880fad0763f6f9ece0f913b8826c94/Vinyl+vs+CD+vs+digital+audio",FALSE,FALSE
"516",61,"61: Perfectly Neutral","http://www.headphone.com/selection-guide/top-picks/sennheiser-hd-800.php","open","www.headphone.com","/selection-guide/top-picks/sennheiser-hd-800.php",FALSE,FALSE
"517",61,"61: Perfectly Neutral","http://www.headphone.com/selection-guide/top-picks/fostex-th-900.php","closed","www.headphone.com","/selection-guide/top-picks/fostex-th-900.php",FALSE,FALSE
"518",61,"61: Perfectly Neutral","http://schiit.com/products/asgard-2","amp","schiit.com","/products/asgard-2",FALSE,FALSE
"519",61,"61: Perfectly Neutral","http://schiit.com/products/bifrost","DAC","schiit.com","/products/bifrost",FALSE,FALSE
